replicate_ID,DepMap_ID,pDNA_batch
SKMEL30-311Cas9_RepA_p6_batch3,ACH-000810,3
143B-311Cas9_RepA_p6_batch3,ACH-001001,3
KYSE180-311Cas9_RepA_p6_batch3,ACH-000693,3
KYSE180-311Cas9_RepB_p6_batch3,ACH-000693,3
Cas1-311Cas9_RepA_p5_batch3,ACH-000464,3
Cas1-311Cas9_RepB_p5_batch3,ACH-000464,3
CAKI-2-311Cas9_RepA_p6_batch3,ACH-000234,3
CAKI-2-311Cas9_RepB_p6_batch3,ACH-000234,3
HCC1428-311Cas9_RepA_p6_batch3,ACH-000352,3
HCC1428-311Cas9_RepB_p6_batch3,ACH-000352,3
Saos-2-311cas9_RepA_p6_batch3,ACH-000410,3
Saos-2-311cas9_RepB_p6_batch3,ACH-000410,3
IPC298-311Cas9_RepA_p6_batch3,ACH-000915,3
JHOS-2-311Cas9_RepA_p6_batch3,ACH-000132,3
HARA-311cas9_RepA_p6_batch3,ACH-000843,3
HARA-311cas9_RepB_p6_batch3,ACH-000843,3
UACC62-311Cas9_RepB_p5_batch3,ACH-000425,3
HCC1419-311Cas9_RepA_p6_batch3,ACH-000277,3
HCC1419-311Cas9_RepB_p6_batch3,ACH-000277,3
K029AX-311cas9_RepB_p6_batch3,ACH-000404,3
WM983B-311Cas9_RepA_p6_batch3,ACH-000765,3
WM983B-311Cas9_RepB_p6_batch3,ACH-000765,3
NUGC3-311Cas9_RepA_p6_batch3,ACH-000911,3
NUGC3-311Cas9_RepB_p6_batch3,ACH-000911,3
KYSE270-311Cas9_RepA_p6_batch3,ACH-000873,3
KYSE270-311Cas9_RepB_p6_batch3,ACH-000873,3
MELHO-311Cas9_RepA_p6_batch3,ACH-000450,3
MELHO-311Cas9_RepB_p6_batch3,ACH-000450,3
BICR-6-311Cas9_RepA_p6_batch3,ACH-000415,3
BICR-6-311Cas9_RepB_p6_batch3,ACH-000415,3
253J-311Cas9_RepA_p5_batch3,ACH-000011,3
HEC-50B_RepA_p6_batch3,ACH-000831,3
HEC-50B_RepB_p6_batch3,ACH-000831,3
SNU-1-311Cas9_RepA_p6_batch3,ACH-000932,3
SNU-1-311Cas9_RepB_p6_batch3,ACH-000932,3
COLO-800-311Cas9_RepA_p6_batch3,ACH-000401,3
COLO-800-311Cas9_RepB_p6_batch3,ACH-000401,3
UOK101-311Cas9_RepA_p6_batch3,ACH-000262,3
UOK101-311Cas9_RepB_p6_batch3,ACH-000262,3
COLO-679-311Cas9_RepA_p5_batch3,ACH-000805,3
COLO-679-311Cas9_RepB_p5_batch3,ACH-000805,3
SH10TC-311Cas9_RepA_p6_batch3,ACH-000764,3
SH10TC-311Cas9_RepB_p6_batch3,ACH-000764,3
JMSU-1-311Cas9_RepA_p6_batch3,ACH-000753,3
JMSU-1-311Cas9_RepB_p6_batch3,ACH-000753,3
GB1-311Cas9_RepA_p6_batch3,ACH-000738,3
GB1-311Cas9_RepB_p6_batch3,ACH-000738,3
HT1197-311Cas9_RepA_p6_batch3,ACH-000547,3
HT1197-311Cas9_RepB_p6_batch3,ACH-000547,3
HT144-311Cas9_RepA_p6_batch3,ACH-000322,3
HT144-311Cas9_RepB_p6_batch3,ACH-000322,3
CJM-311Cas9_RepA_p7_batch3,ACH-000458,3
CJM-311Cas9_RepB_p7_batch3,ACH-000458,3
KMRC20-311Cas9_RepA_p6_batch3,ACH-000250,3
KMRC20-311Cas9_RepB_p6_batch3,ACH-000250,3
SKHEP1-311Cas9_RepA_p6_batch3,ACH-000361,3
SKHEP1-311Cas9_RepB_p6_batch3,ACH-000361,3
LN18-311Cas9_RepA_p6_batch3,ACH-000819,3
LN18-311Cas9_RepB_p6_batch3,ACH-000819,3
NCI-H838-311Cas9_RepA_p4_batch3,ACH-000416,3
NCI-H838-311Cas9_RepB_p4_batch3,ACH-000416,3
RVH421-311Cas9_RepA_p5_batch3,ACH-000614,3
RVH421-311Cas9_RepB_p5_batch3,ACH-000614,3
769-P-311Cas9_RepA_p5_batch3,ACH-000411,3
769-P-311Cas9_RepB_p5_batch3,ACH-000411,3
RD-311Cas9_RepA_p5_batch3,ACH-000169,3
RD-311Cas9_RepB_p5_batch3,ACH-000169,3
SKMES1-311cas9_RepA_p5_batch3,ACH-000665,3
SKMES1-311cas9_RepB_p5_batch3,ACH-000665,3
HEC-59-311Cas9_RepA_p6_batch3,ACH-000994,3
HEC-59-311Cas9_RepB_p6_batch3,ACH-000994,3
MKN45 -311Cas9_RepA_p6_batch3,ACH-000356,3
MKN45 -311Cas9_RepB_p6_batch3,ACH-000356,3
HT1080 -311Cas9_RepA_p6_batch3,ACH-000054,3
HT1080 -311Cas9_RepB_p6_batch3,ACH-000054,3
KNS62-311Cas9_RepA_p6_batch3,ACH-000858,3
KNS62-311Cas9_RepB_p6_batch3,ACH-000858,3
HEC-251-311Cas9_RepA_p5_batch3,ACH-000996,3
HEC-251-311Cas9_RepB_p5_batch3,ACH-000996,3
HUH1-311Cas9_RepA_p6_batch3,ACH-000475,3
HUH1-311Cas9_RepB_p6_batch3,ACH-000475,3
TCCSUP-311Cas9_RepA_p6_batch3,ACH-000720,3
TCCSUP-311Cas9_RepB_p6_batch3,ACH-000720,3
SKMEL-24-311Cas9_RepA_p6_batch3,ACH-000822,3
SKMEL-24-311Cas9_RepB_p6_batch3,ACH-000822,3
HCC202-311Cas9_RepA_p5_batch3,ACH-000725,3
HCC202-311Cas9_RepB_p5_batch3,ACH-000725,3
647-V-311Cas9_RepA_p6_batch3,ACH-000896,3
647-V-311Cas9_RepB_p6_batch3,ACH-000896,3
BIN-67-311Cas9_RepA_p5_batch3,ACH-001278,3
BIN-67-311Cas9_RepB_p5_batch3,ACH-001278,3
RT11284-311Cas9_RepA_p6_batch3,ACH-001183,3
RT11284-311Cas9_RepB_p6_batch3,ACH-001183,3
NCIH1703-311Cas9_RepA_p6_batch3,ACH-000747,3
NCIH1703-311Cas9_RepB_p6_batch3,ACH-000747,3
ESS1-311Cas9_RepA_p6_batch3,ACH-000913,3
ESS1-311Cas9_RepB_p6_batch3,ACH-000913,3
KALS1 -311Cas9_RepA_p6_batch3,ACH-000231,3
KALS1 -311Cas9_RepB_p6_batch3,ACH-000231,3
639V-311Cas9_RepA_p6_batch3,ACH-000973,3
BFTC-905-311Cas9_RepA_p6_batch3,ACH-000802,3
BFTC-905-311Cas9_RepB_p6_batch3,ACH-000802,3
NCI-H1299-311Cas9_RepA_p5_batch3,ACH-000510,3
NCI-H1299-311Cas9_RepB_p5_batch3,ACH-000510,3
LN464-311Cas9_RepA_p6_batch3,ACH-000676,3
LN464-311Cas9_RepB_p6_batch3,ACH-000676,3
PANC1005-311Cas9_RepA_p6_batch3,ACH-000060,3
PANC1005-311Cas9_RepB_p6_batch3,ACH-000060,3
IGR1-311Cas9_RepA_p6_batch3,ACH-000882,3
IGR1-311Cas9_RepB_p6_batch3,ACH-000882,3
PEDS015T-311CAS9_RepA_p6_batch3,ACH-001164,3
PEDS015T-311CAS9_RepB_p6_batch3,ACH-001164,3
LN443-311Cas9_RepA_p6_batch3,ACH-000673,3
LN443-311Cas9_RepB_p6_batch3,ACH-000673,3
RH-30-311Cas9_RepA_p6_batch3,ACH-000833,3
RH-30-311Cas9_RepB_p6_batch3,ACH-000833,3
FADU-311Cas9_RepA_p6_batch3,ACH-000846,3
FADU-311Cas9_RepB_p6_batch3,ACH-000846,3
A2058-311cas9_RepA_p6_batch3,ACH-000788,3
A2058-311cas9_RepB_p6_batch3,ACH-000788,3
DETROIT562-311Cas9_RepA_p3_batch3,ACH-000207,3
DETROIT562-311Cas9_RepB_p3_batch3,ACH-000207,3
OV90-311Cas9_RepA_p6_batch3,ACH-000291,3
OV90-311Cas9_RepB_p6_batch3,ACH-000291,3
BHY-311Cas9_RepA_p6_batch3,ACH-000548,3
BHY-311Cas9_RepB_p6_batch3,ACH-000548,3
LN382-311CAS9_RepA_p6_batch3,ACH-000215,3
LN382-311CAS9_RepB_p6_batch3,ACH-000215,3
CHLA266-311Cas9_RepA_p6_batch3,ACH-001031,3
CHLA266-311Cas9_RepB_p6_batch3,ACH-001031,3
COGE352-311Cas9_RepA_p5_batch3,ACH-001038,3
COGE352-311Cas9_RepB_p5_batch3,ACH-001038,3
COGAR359-311Cas9_RepA_p6_batch3,ACH-001289,3
COGAR359-311Cas9_RepB_p6_batch3,ACH-001289,3
SLR20-311Cas9_RepA_p6_batch3,ACH-000127,3
KMS34-311Cas9_RepA_p6_batch3,ACH-000541,3
RERF-LC-AI-311cas9_RepA_p6_batch3,ACH-000261,3
RERF-LC-AI-311cas9_RepB_p6_batch3,ACH-000261,3
Hs695T-311Cas9_RepA_p4_batch3,ACH-000799,3
Hs695T-311Cas9_RepB_p4_batch3,ACH-000799,3
HuH-6-311Cas9_RepA_p6_batch3,ACH-000671,3
HuH-6-311Cas9_RepB_p6_batch3,ACH-000671,3
PA-TU-8988S_PA-TU-8988T-311cas9_RepAB_p6_batch3,ACH-000022,3
PA-TU-8988S_PA-TU-8988T-311cas9_RepB_p6_batch3,ACH-000022,3
HGC27-311Cas9_RepA_p6_batch3,ACH-000847,3
HGC27-311Cas9_RepB_p6_batch3,ACH-000847,3
PF382-311CAS9_RepA_p6_batch3,ACH-000937,3
"Avana 4+ Hu pDNA (M-AA40, 9/30/15)_batch3",,3
PF382-311CAS9_RepB_p6_batch3,ACH-000937,3
GSS-311Cas9_RepA_p6_batch3,ACH-000746,3
GSS-311Cas9_RepB_p6_batch3,ACH-000746,3
CHLA06-311Cas9_RepA_p6_batch3,ACH-001028,3
CHLA06-311Cas9_RepB_p6_batch3,ACH-001028,3
HLF-311Cas9_RepA_p6_batch3,ACH-000393,3
HLF-311Cas9_RepB_p6_batch3,ACH-000393,3
MCAS-311Cas9_RepA_p5_batch3,ACH-000796,3
MCAS-311Cas9_RepB_p5_batch3,ACH-000796,3
WM1799-311Cas9_RepA_p5_batch3,ACH-000661,3
WM1799-311Cas9_RepB_p5_batch3,ACH-000661,3
KYSE450-311Cas9_RepA_p6_batch3,ACH-000865,3
KYSE450-311Cas9_RepB_p6_batch3,ACH-000865,3
SLR23-311Cas9_RepA_p6_batch3,ACH-000246,3
SLR23-311Cas9_RepB_p6_batch3,ACH-000246,3
PLCPRF5-311Cas9_RepA_p6_batch3,ACH-001318,3
PLCPRF5-311Cas9_RepB_p6_batch3,ACH-001318,3
CAL27-311cas9_RepA_p6_batch3,ACH-000832,3
Hs 294T_A101D-311Cas9_RepA_p6_batch3,ACH-000014,3
Hs 294T_A101D-311Cas9_RepB_p6_batch3,ACH-000014,3
59M-311Cas9_RepA_p4_batch3,ACH-000520,3
59M-311Cas9_RepB_p4_batch3,ACH-000520,3
5637-311Cas9_RepA_p6_batch3,ACH-000905,3
5637-311Cas9_RepB_p6_batch3,ACH-000905,3
42-MG-BA-311Cas9_RepA_p6_batch3,ACH-000323,3
42-MG-BA-311Cas9_RepB_p6_batch3,ACH-000323,3
SUIT-2-311Cas9_RepA_p5_batch3,ACH-000652,3
SUIT-2-311Cas9_RepB_p5_batch3,ACH-000652,3
SF-295-311Cas9_RepA_p6_batch3,ACH-000376,3
SF-295-311Cas9_RepB_p6_batch3,ACH-000376,3
NCI-H1650-311cas9_RepA_p6_batch3,ACH-000035,3
NCI-H1650-311cas9_RepB_p6_batch3,ACH-000035,3
"G-292, Clone A141B1-311Cas9_RepA_p5_batch3",ACH-000082,3
"G-292, Clone A141B1-311Cas9_RepB_p5_batch3",ACH-000082,3
MALME-3M-311cas9_RepA_p6_batch3,ACH-000477,3
MALME-3M-311cas9_RepB_p6_batch3,ACH-000477,3
BICR22-311Cas9_RepA_p6_batch3,ACH-000794,3
BICR22-311Cas9_RepB_p6_batch3,ACH-000794,3
CORL279-311cas9_RepA_p4_batch3,ACH-000257,3
CORL279-311cas9_RepB_p4_batch3,ACH-000257,3
VM-CUB1-311Cas9_RepA_p6_batch3,ACH-000545,3
VM-CUB1-311Cas9_RepB_p6_batch3,ACH-000545,3
HEC6-311Cas9_RepA_p6_batch3,ACH-000984,3
HEC6-311Cas9_RepB_p6_batch3,ACH-000984,3
BC-3C-311Cas9_RepA_p6_batch3,ACH-000593,3
BC-3C-311Cas9_RepB_p6_batch3,ACH-000593,3
HEC-1-B-311CAS9_RepA_p6_batch3,ACH-000941,3
HEC-1-B-311CAS9_RepB_p6_batch3,ACH-000941,3
HMC18-311Cas9_RepA_p6_batch3,ACH-000721,3
HMC18-311Cas9_RepB_p6_batch3,ACH-000721,3
U343-311Cas9_RepA_p6_batch3,ACH-000036,3
U343-311Cas9_RepB_p6_batch3,ACH-000036,3
COLO-792-311Cas9_RepA_p6_batch3,ACH-000968,3
COLO-792-311Cas9_RepB_p6_batch3,ACH-000968,3
PK-1_KLM-1-311Cas9_RepA_p6_batch3,ACH-000307,3
PK-1_KLM-1-311Cas9_RepB_p6_batch3,ACH-000307,3
UM-UC-3-311Cas9_RepA_p5_batch3,ACH-000522,3
UM-UC-3-311Cas9_RepB_p5_batch3,ACH-000522,3
C32-311Cas9_RepA_p6_batch3,ACH-000580,3
C32-311Cas9_RepB_p6_batch3,ACH-000580,3
U87-MG-311Cas9_RepA_p6_batch3,ACH-000075,3
U87-MG-311Cas9_RepB_p6_batch3,ACH-000075,3
KU-19-19-311Cas9_RepA_p6_batch3,ACH-000486,3
KU-19-19-311Cas9_RepB_p6_batch3,ACH-000486,3
HS683-311Cas9_RepA_p6_batch3,ACH-000067,3
HS683-311Cas9_RepB_p6_batch3,ACH-000067,3
T3M-4-311Cas9_RepA_p6_batch3,ACH-000085,3
SNGM-311Cas9_RepA_p6_batch3,ACH-000974,3
SNGM-311Cas9_RepB_p6_batch3,ACH-000974,3
YKG1-311Cas9_RepA_p6_batch3,ACH-000570,3
YKG1-311Cas9_RepB_p6_batch3,ACH-000570,3
AGS-311Cas9_RepA_p6_batch3,ACH-000880,3
AGS-311Cas9_RepB_p6_batch3,ACH-000880,3
UM-UC-1-311Cas9_RepA_p6_batch3,ACH-000834,3
UM-UC-1-311Cas9_RepB_p6_batch3,ACH-000834,3
U118MG-311Cas9_RepA_p5_batch3,ACH-000040,3
OSRC2-311Cas9_RepA_p5_batch3,ACH-000159,3
OSRC2-311Cas9_RepB_p5_batch3,ACH-000159,3
DU4475 -311Cas9_RepA_p6_batch3,ACH-000258,3
DU4475 -311Cas9_RepB_p6_batch3,ACH-000258,3
U118MG-311Cas9_RepB_p5_batch3,ACH-000040,3
KNS60-311cas9_RepB_p6_batch3,ACH-000445,3
Daoy-311Cas9_RepA_p6_batch3,ACH-000211,3
Daoy-311Cas9_RepB_p6_batch3,ACH-000211,3
CHAGOK1-311Cas9_RepA_p4_batch3,ACH-000867,3
CHAGOK1-311Cas9_RepB_p4_batch3,ACH-000867,3
Hs 944.T-311Cas9_RepA_p6_batch3,ACH-000632,3
Hs 944.T-311Cas9_RepB_p6_batch3,ACH-000632,3
KLE-311Cas9_RepA_p6_batch3,ACH-000293,3
KLE-311Cas9_RepB_p6_batch3,ACH-000293,3
SNU-398-31Cas9_RepA_p5_batch3,ACH-000221,3
SNU-398-31Cas9_RepB_p5_batch3,ACH-000221,3
8305C-311cas9_RepA_p5_batch3,ACH-001306,3
8305C-311cas9_RepB_p5_batch3,ACH-001306,3
OE21-311Cas9_RepA_p6_batch3,ACH-000544,3
OE21-311Cas9_RepB_p6_batch3,ACH-000544,3
OAW28-311Cas9_RepA_p4_batch3,ACH-000116,3
OAW28-311Cas9_RepB_p4_batch3,ACH-000116,3
COLO201-311Cas9_RepA_p6_batch3,ACH-000253,3
COLO201-311Cas9_RepB_p6_batch3,ACH-000253,3
JHH1-311Cas9_RepA_p5_batch3,ACH-000620,3
JHH1-311Cas9_RepB_p5_batch3,ACH-000620,3
MM1-S-311cas9_RepA_p3_batch3,ACH-000763,3
MM1-S-311cas9_RepB_p3_batch3,ACH-000763,3
KYSE-30-311Cas9_RepB_p6_batch3,ACH-000777,3
KYSE-30-311Cas9_RepC_p6_batch3,ACH-000777,3
SCaBER-311Cas9_RepA_p6_batch3,ACH-000839,3
SCaBER-311Cas9_RepB_p6_batch3,ACH-000839,3
GAMG-311Cas9_RepA_p6_batch3,ACH-000098,3
GAMG-311Cas9_RepB_p6_batch3,ACH-000098,3
SF767-311Cas9_RepA_p6_batch3,ACH-000490,3
SF767-311Cas9_RepB_p6_batch3,ACH-000490,3
TEN-311Cas9_RepA_p6_batch3,ACH-000397,3
TEN-311Cas9_RepB_p6_batch3,ACH-000397,3
WM2664_RepA_p5_batch3,ACH-001239,3
WM2664_RepB_p5_batch3,ACH-001239,3
SYO1-311Cas9_RepA_p6_batch3,ACH-001275,3
SYO1-311Cas9_RepB_p6_batch3,ACH-001275,3
SLR26-311cas9_RepA_p6_batch3,ACH-000600,3
SLR26-311cas9_RepB_p6_batch3,ACH-000600,3
M059K-311Cas9_RepA_p5_batch3,ACH-000152,3
M059K-311Cas9_RepB_p5_batch3,ACH-000152,3
SLR24-311Cas9_RepA_p4_batch3,ACH-000272,3
SLR24-311Cas9_RepB_p4_batch3,ACH-000272,3
SMS-CTR-311Cas9_RepA_p6_batch3,ACH-001196,3
SMS-CTR-311Cas9_RepB_p6_batch3,ACH-001196,3
MFE-319-311Cas9_RepA_p6_batch3,ACH-000988,3
MFE-319-311Cas9_RepB_p6_batch3,ACH-000988,3
OVMANA-311Cas9_RepA_p5_batch3,ACH-000646,3
OVMANA-311Cas9_RepB_p5_batch3,ACH-000646,3
HT-1376-311Cas9_RepA_p6_batch3,ACH-000724,3
HT-1376-311Cas9_RepB_p6_batch3,ACH-000724,3
NCI-H2172-311Cas9_RepA_p6_batch3,ACH-000924,3
NCI-H2172-311Cas9_RepB_p6_batch3,ACH-000924,3
SUPT1-311Cas9_RepA_p6_batch3,ACH-000953,3
SUPT1-311Cas9_RepB_p6_batch3,ACH-000953,3
KMS20-311Cas9_RepA_p4_batch3,ACH-000426,3
KMS20-311Cas9_RepB_p4_batch3,ACH-000426,3
8-MG-BA-311Cas9_RepA_p5_batch3,ACH-000137,3
8-MG-BA-311Cas9_RepB_p5_batch3,ACH-000137,3
JHH-4-311Cas9_RepA_p5_batch3,ACH-000476,3
JHH-4-311Cas9_RepB_p5_batch3,ACH-000476,3
UPCISCC152-311Cas9_RepA_p5_batch3,ACH-001228,3
UPCISCC152-311Cas9_RepB_p5_batch3,ACH-001228,3
Li-7-311cas9_RepA_p6_batch3,ACH-000471,3
Li-7-311cas9_RepB_p6_batch3,ACH-000471,3
JR-311Cas9_RepA_p6_batch3,ACH-001096,3
JR-311Cas9_RepB_p6_batch3,ACH-001096,3
CCF-STTG1-311Cas9_RepA_p5_batch3,ACH-000329,3
CCF-STTG1-311Cas9_RepB_p5_batch3,ACH-000329,3
CME-1-311CAS9_RepA_p6_batch3,ACH-001322,3
CME-1-311CAS9_RepB_p6_batch3,ACH-001322,3
H4-311cas9_RepA_p6_batch3,ACH-000389,3
H4-311cas9_RepB_p6_batch3,ACH-000389,3
TC205-311Cas9_RepA_p6_batch3,ACH-001431,3
TC205-311Cas9_RepB_p6_batch3,ACH-001431,3
LNZ308-311cas9_RepA_p6_batch3,ACH-000760,3
LNZ308-311cas9_RepB_p6_batch3,ACH-000760,3
SNU-685-311CAS9_RepA_p5_batch3,ACH-000407,3
SNU-685-311CAS9_RepB_p5_batch3,ACH-000407,3
SW982-311Cas9_RepA_p6_batch3,ACH-001274,3
SW982-311Cas9_RepB_p6_batch3,ACH-001274,3
T98G-311Cas9_RepA_p5_batch3,ACH-000571,3
T98G-311Cas9_RepB_p5_batch3,ACH-000571,3
RCC10RGB-311Cas9_RepA_p6_batch3,ACH-000189,3
RCC10RGB-311Cas9_RepB_p6_batch3,ACH-000189,3
Calu-6-311Cas9_RepA_p6_batch3,ACH-000264,3
Calu-6-311Cas9_RepB_p6_batch3,ACH-000264,3
CHLA15-311Cas9_RepA_p6_batch3,ACH-001300,3
CHLA15-311Cas9_RepB_p6_batch3,ACH-001300,3
ONS-76-311Cas9_RepA_p6_batch3,ACH-000776,3
ONS-76-311Cas9_RepB_p6_batch3,ACH-000776,3
F5-311Cas9_RepA_p6_batch3,ACH-001067,3
F5-311Cas9_RepB_p6_batch3,ACH-001067,3
COGN-305-311cas9_RepA_p5_batch3,ACH-001302,3
COGN-305-311cas9_RepB_p5_batch3,ACH-001302,3
LN-235-311Cas9_RepA_p5_batch3,ACH-000591,3
LN-235-311Cas9_RepB_p5_batch3,ACH-000591,3
CW9019-311Cas9_RepA_p4_batch3,ACH-001050,3
CW9019-311Cas9_RepB_p4_batch3,ACH-001050,3
EKVX-311Cas9_RepA_p6_batch3,ACH-000706,3
EKVX-311Cas9_RepB_p6_batch3,ACH-000706,3
TUHR-10-TKB-311Cas9_RepA_p5_batch3,ACH-000459,3
TUHR-10-TKB-311Cas9_RepB_p5_batch3,ACH-000459,3
CAL-78-311CAS9_RepA_p5_batch3,ACH-000516,3
CAL-78-311CAS9_RepB_p5_batch3,ACH-000516,3
NCI-N87-311Cas9_RepA_p4_batch3,ACH-000427,3
NCI-N87-311Cas9_RepB_p4_batch3,ACH-000427,3
DKMG-311Cas9_RepA_p5_batch3,ACH-000244,3
DKMG-311Cas9_RepB_p5_batch3,ACH-000244,3
KMBC-2-311Cas9_RepA_p5_batch3,ACH-000862,3
KMBC-2-311Cas9_RepB_p5_batch3,ACH-000862,3
SNU449-311Cas9_RepA_p5_batch3,ACH-000420,3
SNU449-311Cas9_RepB_p5_batch3,ACH-000420,3
Cal33-311Cas9_RepA_p6_batch3,ACH-000518,3
Cal33-311Cas9_RepB_p6_batch3,ACH-000518,3
NCI-H2286-311caa9_RepA_p6_batch3,ACH-000912,3
NCI-H2286-311caa9_RepB_p6_batch3,ACH-000912,3
Vcap-304Cas9_RepA_p4_batch3,ACH-000115,3
Vcap-304Cas9_RepB_p4_batch3,ACH-000115,3
SNU1077-311Cas9_RepA_p6_batch3,ACH-000302,3
SNU1077-311Cas9_RepB_p6_batch3,ACH-000302,3
KYSE-140-311Cas9_RepA_p6_batch3,ACH-000823,3
KYSE-140-311Cas9_RepB_p6_batch3,ACH-000823,3
JHUEM7-311Cas9_RepA_p5_batch3,ACH-000993,3
JHUEM7-311Cas9_RepB_p5_batch3,ACH-000993,3
TC138-311Cas9_RepA_p6_batch3,ACH-001430,3
TC138-311Cas9_RepB_p6_batch3,ACH-001430,3
SF172-311Cas9_RepA_p6_batch3,ACH-000887,3
SF172-311Cas9_RepB_p6_batch3,ACH-000887,3
GSU-311cas9_RepA_p5_batch3,ACH-000485,3
GSU-311cas9_RepB_p5_batch3,ACH-000485,3
JHUEM1-311Cas9_RepA_p6_batch3,ACH-000928,3
JHUEM1-311Cas9_RepB_p6_batch3,ACH-000928,3
COGN278-311Cas9_RepA_p6_batch3,ACH-001301,3
COGN278-311Cas9_RepB_p6_batch3,ACH-001301,3
EN-311Cas9_RepA_p6_batch3,ACH-000978,3
NCI-H1568-311Cas9_RepA_p4_batch3,ACH-000869,3
NCI-H1568-311Cas9_RepB_p4_batch3,ACH-000869,3
TE6-311cas9_RepA_p6_batch3,ACH-000605,3
TE6-311cas9_RepB_p6_batch3,ACH-000605,3
NCIH1666-311Cas9_RepA_p6_batch3,ACH-000448,3
NCIH1666-311Cas9_RepB_p6_batch3,ACH-000448,3
TUHR14TKB-311Cas9_RepA_p6_batch3,ACH-000317,3
TUHR14TKB-311Cas9_RepB_p6_batch3,ACH-000317,3
NCIH1573-311Cas9_RepA_p6_batch3,ACH-000916,3
NCIH1573-311Cas9_RepB_p6_batch3,ACH-000916,3
KE39-311Cas9_RepA_p6_batch3,ACH-000507,3
KE39-311Cas9_RepB_p6_batch3,ACH-000507,3
KARPAS-422-311cas9_RepA_p6_batch3,ACH-000315,3
KARPAS-422-311cas9_RepB_p6_batch3,ACH-000315,3
697-311CAS9_RepA_p6_batch3,ACH-000070,3
697-311CAS9_RepB_p6_batch3,ACH-000070,3
OCI-AML2-311cas9_RepA_p6_batch3,ACH-000113,3
OCI-AML2-311cas9_RepB_p6_batch3,ACH-000113,3
GCT-311Cas9_RepA_p6_batch3,ACH-000835,3
GCT-311Cas9_RepB_p6_batch3,ACH-000835,3
SiHa-311cas9_RepA_p6_batch3,ACH-000556,3
SiHa-311cas9_RepB_p6_batch3,ACH-000556,3
S-117-311Cs9_RepA_p6_batch3,ACH-000037,3
S-117-311Cs9_RepB_p6_batch3,ACH-000037,3
OCIAML3-311CAS9_RepA_p6_batch3,ACH-000336,3
OCIAML3-311CAS9_RepB_p6_batch3,ACH-000336,3
Reh-311cas9_RepA_p5_batch3,ACH-000960,3
Reh-311cas9_RepB_p5_batch3,ACH-000960,3
LN319-311CAS9_RepA_p6_batch3,ACH-000128,3
LN319-311CAS9_RepB_p6_batch3,ACH-000128,3
TE-8-311Cas9_RepA_p5_batch3,ACH-000452,3
TE-8-311Cas9_RepB_p5_batch3,ACH-000452,3
KYSE-510-311cas9_RepA_p5_batch3,ACH-000824,3
KYSE-510-311cas9_RepB_p5_batch3,ACH-000824,3
CH157MN-311cas9_RepA_p6_batch3,ACH-000025,3
CH157MN-311cas9_RepB_p6_batch3,ACH-000025,3
OVCAR-5-311Cas9_RepA_p6_batch3,ACH-001151,3
OVCAR-5-311Cas9_RepB_p6_batch3,ACH-001151,3
TE-4-311Cas9_RepA_p6_batch3,ACH-000917,3
TE-4-311Cas9_RepB_p6_batch3,ACH-000917,3
SNU-182-311Cas9_RepA_p4_batch3,ACH-000483,3
SNU-182-311Cas9_RepB_p4_batch3,ACH-000483,3
SNU-1105-311Cas9_RepA_p6_batch3,ACH-000368,3
SNU-1105-311Cas9_RepB_p6_batch3,ACH-000368,3
MSTO-211H-311Cas9_RepA_p6_batch3,ACH-000335,3
MSTO-211H-311Cas9_RepB_p6_batch3,ACH-000335,3
LU99-311cas9_RepA_p6_batch3,ACH-000444,3
LU99-311cas9_RepB_p6_batch3,ACH-000444,3
LMSU-311Cas9_RepA_p6_batch3,ACH-000255,3
LMSU-311Cas9_RepB_p6_batch3,ACH-000255,3
SW-1573-311Cas9_RepA_p4_batch3,ACH-000677,3
SW-1573-311Cas9_RepB_p4_batch3,ACH-000677,3
ONCO-DG-1-311Cas9_RepA_p6_batch3,ACH-000013,3
ONCO-DG-1-311Cas9_RepB_p6_batch3,ACH-000013,3
BICR56-311cas9_RepA_p6_batch3,ACH-000771,3
BICR56-311cas9_RepB_p6_batch3,ACH-000771,3
NCIH1339-311Cas9_RepA_p6_batch3,ACH-000921,3
NCIH1339-311Cas9_RepB_p6_batch3,ACH-000921,3
MCF7-311cas9_RepA_p4_batch3,ACH-000019,3
MCF7-311cas9_RepB_p4_batch3,ACH-000019,3
A673 AVANA-4_RepA_p6_batch3,ACH-000052,3
A673 AVANA-4_RepB_p6_batch3,ACH-000052,3
ACCMES01-311cas9_RepA_p6_batch3,ACH-000086,3
ACCMES01-311cas9_RepB_p6_batch3,ACH-000086,3
SK-ES-1-311Cas9_RepA_p5_batch3,ACH-000087,3
SK-ES-1-311Cas9_RepB_p5_batch3,ACH-000087,3
HEL-311Cas9_RepA_p4_batch3,ACH-000004,3
NCI-H2452-311Cas9_RepA_p5_batch3,ACH-000092,3
NCI-H2452-311Cas9_RepB_p5_batch3,ACH-000092,3
HCC2429-311Cas9_RepA_p6_batch3,ACH-000143,3
HCC2429-311Cas9_RepB_p6_batch3,ACH-000143,3
HEL-311Cas9_RepB_p4_batch3,ACH-000004,3
HCC2935-311CAS9_RepA_p6_batch3,ACH-000150,3
NCI-H2052-311Cas9_RepA_p6_batch3,ACH-000153,3
EOL1-311Cas9_RepA_p6_batch3,ACH-000198,3
EOL1-311Cas9_RepB_p6_batch3,ACH-000198,3
C8166-311cas9_RepA_p6_batch3,ACH-000206,3
