condition,gene_a,gene_b,lfc,base_lfc_a,base_lfc_b,guide_pairs,pair_z_score_gene_a_anchor,pair_z_score_gene_b_anchor,pair_z_score,p_value,fdr_bh
MOLM13_14,OPN5,SLC25A11,-0.25682733896549853,-0.8086096961838045,-0.2740806165890204,3,0.08860002361796625,1.3237098347279117,0.9986538779729826,0.3179623905688421,0.6137155338336907
MOLM13_14,PRSS37,SLC25A11,0.053015822186907556,-0.15603680183552116,-0.2740806165890204,3,0.8557590661142382,2.0180489762347977,2.03208915457344,0.042144631134294605,0.2196651965657693
MOLM13_14,PSTK,SLC25A11,-1.7400624286152746,-1.8248427098480413,-0.2740806165890204,9,-0.12482296633639596,0.9940308958306328,0.6146228212064933,0.5388038396107475,0.7769230591743481
MOLM13_14,PTEN,SLC25A11,-0.05828789437372176,0.45563184846039523,-0.2740806165890204,9,-1.2477870451520527,-2.31487919400859,-2.5191854568148644,0.011762668352729959,0.10485217273562512
MOLM13_14,RAX,SLC25A11,-0.6052463607668429,0.281867156218242,-0.2740806165890204,3,-0.8807699176990423,-0.5410161188879368,-1.0053545478669976,0.31472615776298796,0.609598095293264
MOLM13_14,ACACA,SLC27A1,-0.797169731792007,-0.6685931429786102,-0.11145065691394389,9,-0.1674548049869666,-2.4519918870099855,-1.8522285188677146,0.06399301518970031,0.28142236922637925
MOLM13_14,C12orf49,SLC27A1,-0.3839752790295044,-0.19947245333408023,-0.11145065691394389,9,0.19961294654662365,-2.6512496956522735,-1.7335689702987476,0.08299459009964429,0.32296685615863985
MOLM13_14,CXorf66,SLC27A1,0.16550665582879884,-0.17900311338716657,-0.11145065691394389,3,0.030823258135882832,1.5740254324146505,1.1347993918666333,0.2564593811159672,0.5522203297276281
MOLM13_14,FASN,SLC27A1,0.12209391913763766,0.043576943275232725,-0.11145065691394389,9,0.013416580890295274,0.07578487949498659,0.06307495753017599,0.9497068155778077,0.9798468576403268
MOLM13_14,GPX4,SLC27A1,-2.796011445043325,-2.9514065201068966,-0.11145065691394389,9,0.446249107085726,-1.034170940796985,-0.415723515424861,0.6776123318296281,0.8675530858482806
MOLM13_14,GPX6,SLC27A1,-0.25038828150398845,0.05127182161231262,-0.11145065691394389,3,0.42687782471185803,0.4929176515749462,0.6503936185871095,0.5154379982936881,0.7609939458334237
MOLM13_14,GSX2,SLC27A1,-0.22966996802996187,-0.9657306780424616,-0.11145065691394389,3,-0.43583661791830086,2.8197823826211437,1.68570421620233,0.09185278439856359,0.34146169626192474
MOLM13_14,NDST4,SLC27A1,0.06894234085728994,-0.0324461139714797,-0.11145065691394389,3,1.09387197006101,1.291183606010375,1.6864889713468636,0.09170165754345119,0.34146169626192474
MOLM13_14,OPN5,SLC27A1,-0.3126199020265572,-0.8086096961838045,-0.11145065691394389,3,-0.8598241258835391,-0.42961660129179957,-0.9117722821237948,0.3618886043589926,0.6495158463285788
MOLM13_14,PRSS37,SLC27A1,0.1952052336138753,-0.15603680183552116,-0.11145065691394389,3,0.6892446977570363,1.500476270780295,1.5483665457591218,0.12153407098819385,0.39164956047594385
MOLM13_14,PSTK,SLC27A1,-1.5330706496140647,-1.8248427098480413,-0.11145065691394389,9,0.7624909761199948,0.834415298923917,1.1291832560029,0.25882053562258,0.555141588696297
MOLM13_14,PTEN,SLC27A1,0.4789417979945121,0.45563184846039523,-0.11145065691394389,9,1.397012593450298,-0.32919510268411883,0.7550609887903688,0.4502123889914723,0.7136253737551252
MOLM13_14,RAX,SLC27A1,-0.34185186917350957,0.281867156218242,-0.11145065691394389,3,-0.42057930493197565,-0.6491961930606215,-0.7564455089777812,0.44938213136163463,0.7136253737551252
MOLM13_14,ACACA,SLC27A2,-0.8458114520291808,-0.6685931429786102,-0.10698413017254493,9,-0.5537693184542674,-1.7721605591589844,-1.6446807890247268,0.10003565656855257,0.35822703799278655
MOLM13_14,C12orf49,SLC27A2,-0.30638608470038614,-0.19947245333408023,-0.10698413017254493,9,0.878250636111845,-1.1042992335019326,-0.15984049609223866,0.8730067229055387,0.9506188219729541
MOLM13_14,CXorf66,SLC27A2,0.17800760337017651,-0.17900311338716657,-0.10698413017254493,3,0.07111936847898277,1.8535519794046382,1.360948161643961,0.17353007195546966,0.4618183937434489
MOLM13_14,FASN,SLC27A2,0.10756570723718016,0.043576943275232725,-0.10698413017254493,9,-0.08027889018720784,0.5713501736253926,0.3472398345651216,0.7284111467803152,0.895115298957561
MOLM13_14,GPX4,SLC27A2,-3.036939279381926,-2.9514065201068966,-0.10698413017254493,9,-0.7402113840396943,-1.2960242262236705,-1.439836008110753,0.1499138011210139,0.4371524864029211
MOLM13_14,GPX6,SLC27A2,-0.3600392783602155,0.05127182161231262,-0.10698413017254493,3,-0.2914644575757271,0.34585323258488865,0.03845867162940757,0.9693219823505734,0.9871537445804006
MOLM13_14,GSX2,SLC27A2,-0.26977265137816325,-0.9657306780424616,-0.10698413017254493,3,-0.657155818746581,2.957897452493401,1.6268700109805923,0.10376470839368317,0.36253841663774383
MOLM13_14,NDST4,SLC27A2,0.04906409116742042,-0.0324461139714797,-0.10698413017254493,3,0.9655259111854996,1.5063599285337979,1.7478872395845184,0.08048355485664829,0.31745456253784715
MOLM13_14,OPN5,SLC27A2,-0.3061677891269496,-0.8086096961838045,-0.10698413017254493,3,-0.8468625951116421,0.030160938727493897,-0.5774952794355167,0.5636049265994003,0.7986811694887228
